name,year,selling_price, km_driven ,fuel,seller_type,transmission,owner,Year Grouping
Tata Sumo GX TC 7 Str BSIII,2006,"?115,999","100,000",Diesel,Individual,Manual,Second Owner,2006 - 2010
Renault KWID RXT,2018,"?360,000","26,500",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti 800 AC,2002,"?65,000","100,000",Petrol,Individual,Manual,Second Owner,2001 - 2005
Maruti Vitara Brezza LDi Option,2017,"?685,000","72,000",Diesel,Dealer,Manual,First Owner,2016 - 2020
Honda Jazz S,2009,"?300,000","50,000",Petrol,Individual,Manual,First Owner,2006 - 2010
Hyundai i20 1.4 Sportz,2017,"?680,000","44,000",Diesel,Dealer,Manual,First Owner,2016 - 2020
Maruti Ertiga SHVS ZDI Plus,2017,"?1,000,000","60,000",Diesel,Individual,Manual,Second Owner,2016 - 2020
Tata Sumo SE Plus BSIII,2002,"?100,000","120,000",Diesel,Individual,Manual,First Owner,2001 - 2005
Mahindra Xylo E4,2010,"?160,000","130,000",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti Swift ZDi BSIV,2017,"?450,000","70,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Ertiga VXI,2014,"?600,000","20,000",Petrol,Individual,Manual,First Owner,2011 -2015
Hyundai i20 1.4 Magna ABS,2009,"?180,000","60,000",Diesel,Individual,Manual,Second Owner,2006 - 2010
Maruti Alto LXi,2007,"?100,000","195,000",Petrol,Individual,Manual,First Owner,2006 - 2010
Maruti Alto LXi,2010,"?120,000","90,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Hyundai Getz GL,2006,"?130,000","80,000",Petrol,Individual,Manual,Third Owner,2006 - 2010
Maruti Wagon R LX BS IV,2011,"?160,000","155,000",Petrol,Individual,Manual,First Owner,2011 -2015
Mahindra Bolero Power Plus SLX,2019,"?860,000","35,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Hyundai i20 1.2 Spotz,2018,"?650,000","20,000",Petrol,Individual,Manual,Second Owner,2016 - 2020
Maruti Wagon R LXI Minor,2010,"?100,000","80,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Maruti Alto 800 VXI,2017,"?282,000","20,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Hyundai i20 Asta (o),2009,"?300,000","50,000",Petrol,Individual,Manual,First Owner,2006 - 2010
Hyundai i20 Asta,2010,"?270,000","110,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Hyundai Verna 1.6 SX CRDi (O),2013,"?550,000","29,000",Diesel,Individual,Manual,First Owner,2011 -2015
Mahindra Xylo D2 BSIV,2013,"?450,000","120,000",Diesel,Individual,Manual,First Owner,2011 -2015
Mahindra Bolero SLX 2WD BSIII,2011,"?430,000","70,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Maruti Ertiga VXI ABS,2013,"?350,000","40,000",Petrol,Individual,Manual,First Owner,2011 -2015
Honda Brio 1.2 E MT,2017,"?350,000","20,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Toyota Etios Liva G,2013,"?229,999","50,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Maruti Alto 800 LXI,2013,"?110,000","50,000",Petrol,Individual,Manual,First Owner,2011 -2015
Maruti Swift Dzire 1.2 Vxi BSIV,2012,"?395,000","49,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,"?650,000","70,000",Diesel,Individual,Automatic,Second Owner,2011 -2015
Mahindra Bolero SLX,2011,"?350,000","90,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Mahindra XUV500 W11 Option AWD,2020,"?1,400,000","25,000",Diesel,Dealer,Manual,First Owner,2016 - 2020
Tata Tiago 1.2 Revotron XZ,2018,"?360,000","4,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Mahindra Marazzo M8 8Str,2018,"?1,300,000","10,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Renault Duster 110PS Diesel RxL,2015,"?800,000","15,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Hyundai EON Magna Plus,2018,"?229,999","30,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Wagon R VXI,2014,"?315,000","41,000",Petrol,Dealer,Manual,First Owner,2011 -2015
Chevrolet Spark 1.0 LT,2012,"?125,000","28,000",Petrol,Individual,Manual,First Owner,2011 -2015
Maruti Baleno Alpha,2019,"?700,000","16,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Hyundai EON 1.0 Kappa Magna Plus,2015,"?160,000","70,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,"?530,000","10,832",Petrol,Dealer,Manual,First Owner,2016 - 2020
Ford Figo Aspire Facelift,2018,"?624,000","14,681",Diesel,Dealer,Manual,First Owner,2016 - 2020
Hyundai i10 Era,2009,"?250,000","50,000",Petrol,Individual,Manual,First Owner,2006 - 2010
Mahindra Bolero SLX,2016,"?585,000","51,000",Diesel,Dealer,Manual,First Owner,2016 - 2020
Hyundai Verna 1.4 VTVT,2015,"?500,000","25,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Chevrolet Sail 1.2 LT ABS,2014,"?350,000","30,000",Petrol,Individual,Manual,First Owner,2011 -2015
Honda City i-DTEC SV,2014,"?495,000","80,000",Diesel,Dealer,Manual,First Owner,2011 -2015
Hyundai Grand i10 1.2 Kappa Asta,2017,"?500,000","50,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,"?430,000","200,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Hyundai Grand i10 1.2 Kappa Sportz Option,2013,"?345,000","44,000",Petrol,Dealer,Manual,First Owner,2011 -2015
Maruti Baleno Sigma 1.2,2015,"?500,000","10,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Tata Tiago 1.2 Revotron XZ,2019,"?425,000","19,600",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Wagon R LXI,2005,"?80,000","40,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Chevrolet Beat Diesel LS,2011,"?106,000","50,000",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti A-Star Vxi,2009,"?180,000","46,730",Petrol,Individual,Manual,First Owner,2006 - 2010
Datsun GO A,2015,"?250,000","40,000",Petrol,Individual,Manual,Second Owner,2016 - 2020
Skoda Yeti Ambition 4WD,2011,"?350,000","80,000",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti Zen LXi BSII,2002,"?60,000","80,000",Petrol,Individual,Manual,Second Owner,2001 - 2005
Hyundai Verna CRDi 1.6 EX,2018,"?900,000","24,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Ford Aspire Titanium Diesel BSIV,2017,"?700,000","21,170",Diesel,Dealer,Manual,First Owner,2016 - 2020
BMW 3 Series 320d Sport,2013,"?2,000,000","167,223",Diesel,Dealer,Automatic,First Owner,2011 -2015
Maruti Ertiga SHVS ZDI Plus,2017,"?1,000,000","40,000",Diesel,Individual,Manual,First Owner,2016 - 2020
BMW X1 sDrive 20d Exclusive,2011,"?1,375,000","60,000",Diesel,Individual,Automatic,First Owner,2011 -2015
Toyota Innova Crysta 2.4 VX MT,2016,"?1,800,000","141,440",Diesel,Dealer,Manual,First Owner,2016 - 2020
Chevrolet Tavera Neo 3 10 Seats BSIV,2007,"?160,000","120,000",Diesel,Individual,Manual,Third Owner,2006 - 2010
Mitsubishi Outlander 2.4,2012,"?525,000","140,000",Petrol,Individual,Automatic,First Owner,2011 -2015
Mahindra XUV500 W8 2WD,2012,"?850,000","212,814",Diesel,Dealer,Manual,First Owner,2011 -2015
Maruti Baleno Alpha 1.3,2019,"?800,000","30,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Ford Figo Aspire 1.5 TDCi Titanium,2017,"?700,000","88,635",Diesel,Dealer,Manual,First Owner,2016 - 2020
Maruti Swift Dzire VDI,2018,"?800,000","25,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Hyundai i20 1.2 Spotz,2017,"?575,000","20,000",Petrol,Individual,Manual,Second Owner,2016 - 2020
Renault Duster 110PS Diesel RxZ,2012,"?350,000","110,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Maruti Swift Vdi BSIII,2008,"?250,000","120,000",Diesel,Individual,Manual,Third Owner,2006 - 2010
Ford Endeavour Titanium 4X2,2011,"?600,000","149,674",Diesel,Dealer,Manual,Second Owner,2011 -2015
Mahindra Scorpio 2.6 Turbo 9 Str,2007,"?370,000","100,000",Diesel,Individual,Manual,Third Owner,2006 - 2010
Maruti Baleno Vxi,2006,"?80,000","120,000",Petrol,Individual,Manual,Third Owner,2006 - 2010
Tata Indica DLX,2003,"?50,000","120,000",Diesel,Individual,Manual,Second Owner,2001 - 2005
Hyundai Verna CRDi 1.6 EX,2018,"?900,000","25,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Wagon R VXI BS IV,2014,"?300,000","35,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Tata Indica LSI,2002,"?125,000","40,000",Petrol,Individual,Manual,First Owner,2001 - 2005
Maruti Swift Dzire VDI,2015,"?490,000","60,000",Diesel,Individual,Manual,Second Owner,2016 - 2020
Toyota Etios Liva GD,2012,"?300,000","50,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Tata Nano STD,2013,"?55,000","25,000",Petrol,Individual,Manual,Fourth & Above Owner,2011 -2015
Hyundai Grand i10 Sportz,2016,"?350,000","25,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Hyundai Grand i10 1.2 CRDi Asta,2019,"?755,000","8,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Ertiga SHVS VDI,2017,"?720,000","60,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Mahindra Bolero SLX,2006,"?229,999","200,000",Diesel,Individual,Manual,Third Owner,2006 - 2010
Mahindra Scorpio S7 140 BSIV,2018,"?1,100,000","20,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Volkswagen Polo Petrol Comfortline 1.2L,2013,"?400,000","100,000",Petrol,Individual,Manual,First Owner,2011 -2015
Hyundai Xcent 1.1 CRDi Base,2015,"?350,000","70,000",Diesel,Individual,Manual,Second Owner,2016 - 2020
Chevrolet Beat Diesel PS,2012,"?159,000","68,000",Diesel,Dealer,Manual,First Owner,2011 -2015
Maruti Swift ZXi BSIV,2017,"?550,000","38,000",Petrol,Dealer,Manual,First Owner,2016 - 2020
Maruti Ritz VDi,2013,"?335,000","80,000",Diesel,Dealer,Manual,First Owner,2011 -2015
Tata Indigo CS Emax CNG GLX,2014,"?185,000","72,000",CNG,Dealer,Manual,First Owner,2011 -2015
Maruti Eeco 5 STR With AC Plus HTR CNG,2012,"?229,999","75,000",CNG,Dealer,Manual,First Owner,2011 -2015
Maruti Estilo LXI,2014,"?225,000","43,000",Petrol,Dealer,Manual,First Owner,2011 -2015
Maruti Swift VXI with ABS,2007,"?250,000","120,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Tata Zest Quadrajet 1.3 XM,2015,"?400,000","100,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Swift VDI BSIV,2014,"?470,000","163,000",Diesel,Individual,Manual,First Owner,2011 -2015
Maruti Alto K10 VXI AGS Optional,2018,"?300,000","25,000",Petrol,Individual,Automatic,First Owner,2016 - 2020
Maruti Alto LX,2011,"?145,000","25,000",Petrol,Individual,Manual,First Owner,2011 -2015
Maruti SX4 Vxi BSIII,2007,"?100,000","90,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Mahindra Scorpio SLE BSIV,2014,"?500,000","70,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Hyundai Santro Xing GLS CNG,2010,"?130,000","98,000",CNG,Individual,Manual,Second Owner,2011 -2015
Chevrolet Cruze LTZ,2010,"?240,000","81,925",Diesel,Individual,Manual,First Owner,2011 -2015
Ford Figo Diesel Celebration Edition,2013,"?150,000","80,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Renault KWID RXT Optional,2017,"?270,000","40,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Swift Dzire VDI,2014,"?400,000","90,000",Diesel,Individual,Manual,First Owner,2011 -2015
Hyundai EON Era Plus,2012,"?200,000","46,000",Petrol,Individual,Manual,First Owner,2011 -2015
Mahindra XUV500 W6 2WD,2012,"?550,000","80,000",Diesel,Individual,Manual,First Owner,2011 -2015
Renault KWID 1.0 RXT Optional,2018,"?325,000","35,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Skoda Rapid 1.5 TDI AT Style BSIV,2017,"?860,000","82,080",Diesel,Individual,Automatic,First Owner,2016 - 2020
Mahindra XUV500 W8 2WD,2012,"?600,000","200,000",Diesel,Individual,Manual,First Owner,2011 -2015
Chevrolet Spark 1.0,2009,"?125,000","70,000",Petrol,Individual,Manual,First Owner,2006 - 2010
Maruti 800 AC,2000,"?60,000","40,000",Petrol,Individual,Manual,Third Owner,2001 - 2005
Chevrolet Tavera Neo 3 10 Seats BSIV,2010,"?300,000","120,000",Diesel,Individual,Manual,Third Owner,2011 -2015
Ford Fiesta 1.6 ZXi Duratec,2007,"?190,000","60,000",Petrol,Individual,Manual,Third Owner,2006 - 2010
Maruti Ertiga VDI,2013,"?400,000","110,000",Diesel,Individual,Manual,First Owner,2011 -2015
Tata Manza Aura Quadrajet BS IV,2011,"?260,000","97,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Maruti Swift VVT VXI,2017,"?400,000","30,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Hyundai i20 Sportz Petrol,2010,"?250,000","40,000",Petrol,Individual,Manual,First Owner,2011 -2015
Hyundai Grand i10 1.2 Kappa Asta,2019,"?600,000","10,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Zen Estilo VXI BSIV,2010,"?175,000","52,047",Petrol,Individual,Manual,First Owner,2011 -2015
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,"?450,000","200,000",Diesel,Individual,Manual,Third Owner,2011 -2015
Tata Tiago 1.2 Revotron XZA,2019,"?350,000","15,000",Petrol,Individual,Automatic,Second Owner,2016 - 2020
Maruti Vitara Brezza ZDi,2018,"?800,000","50,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Swift VXI BSIII,2011,"?250,000","70,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Maruti Swift VXI BSIV,2019,"?600,000","10,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Swift VDI BSIV,2017,"?600,000","90,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Alto 800 LXI,2016,"?130,000","40,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Wagon R LXI,2006,"?90,000","62,009",Petrol,Individual,Manual,Second Owner,2006 - 2010
Hyundai i20 Active 1.2 S,2017,"?595,000","33,100",Petrol,Individual,Manual,Second Owner,2016 - 2020
Hyundai EON Era Plus,2014,"?190,000","40,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Hyundai Santro GLS I - Euro I,1999,"?50,000","120,000",Petrol,Individual,Manual,Second Owner,1992 - 2000
Maruti Wagon R LXI Minor,2007,"?95,000","80,000",Petrol,Individual,Manual,First Owner,2006 - 2010
Tata Safari Storme VX,2016,"?1,000,000","70,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Mahindra Scorpio REV 116,2006,"?220,000","220,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Mahindra Bolero SLX,2010,"?400,000","50,000",Diesel,Individual,Manual,First Owner,2011 -2015
Datsun GO Plus A,2015,"?315,000","45,000",Petrol,Individual,Manual,Second Owner,2016 - 2020
Toyota Fortuner 4x4 MT,2014,"?1,000,000","110,000",Diesel,Individual,Manual,First Owner,2011 -2015
Ford Ecosport 1.5 DV5 MT Titanium,2014,"?500,000","49,000",Diesel,Individual,Manual,First Owner,2011 -2015
Mahindra XUV500 W11 AT BSIV,2018,"?1,600,000","35,000",Diesel,Individual,Automatic,First Owner,2016 - 2020
Mahindra Supro VX 8 Str,2017,"?500,000","160,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Alto LX,2007,"?70,000","180,000",Petrol,Individual,Manual,Third Owner,2006 - 2010
Maruti 800 AC,2007,"?105,000","60,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Ford Endeavour 2.5L 4X2 MT,2008,"?400,000","110,000",Diesel,Individual,Manual,Third Owner,2006 - 2010
Maruti Wagon R LXI,2004,"?80,000","60,000",Petrol,Individual,Manual,Third Owner,2001 - 2005
Maruti Alto 800 VXI,2016,"?300,000","30,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Mahindra KUV 100 D75 K2,2017,"?409,999","40,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti Swift Glam,2009,"?250,000","70,000",Petrol,Individual,Manual,First Owner,2006 - 2010
Tata New Safari DICOR 2.2 EX 4x2,2010,"?250,000","120,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Maruti Swift Dzire VDI,2012,"?215,000","80,000",Diesel,Individual,Manual,Third Owner,2011 -2015
Toyota Fortuner 4x4 MT,2015,"?1,400,000","120,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Honda Brio 1.2 VX MT,2018,"?475,000","20,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Honda Brio 1.2 VX MT,2018,"?475,000","22,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Chevrolet Spark 1.0 LS,2008,"?75,000","35,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Chevrolet Sail Hatchback LS ABS,2013,"?200,000","120,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Tata Tiago NRG Petrol,2019,"?575,000","8,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Ritz VDi,2011,"?150,000","40,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Maruti Vitara Brezza ZDi Plus,2018,"?850,000","10,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Hyundai Santro Era,2019,"?350,000","30,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Ford Endeavour 2.5L 4X2 MT,2011,"?550,000","54,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Hyundai Verna 1.4 VTVT,2017,"?330,000","80,577",Petrol,Individual,Manual,First Owner,2016 - 2020
Honda City i-DTEC V,2017,"?1,044,999","25,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Hyundai Verna 1.6 CRDI,2011,"?300,000","127,500",Diesel,Individual,Manual,Second Owner,2011 -2015
Hyundai EON D Lite Plus,2015,"?235,000","40,903",Petrol,Dealer,Manual,First Owner,2016 - 2020
Ford Figo Petrol Titanium,2011,"?120,000","60,000",Petrol,Individual,Manual,Third Owner,2011 -2015
Maruti Wagon R VXI,2004,"?130,000","46,000",Petrol,Individual,Manual,First Owner,2001 - 2005
Ford Endeavour 4x4 XLT,2004,"?275,000","22,288",Diesel,Dealer,Manual,Second Owner,2001 - 2005
Volkswagen Jetta 2.0 TDI Trendline,2011,"?270,000","180,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Volkswagen Polo 1.5 TDI Highline,2015,"?500,000","30,000",Diesel,Individual,Manual,Second Owner,2016 - 2020
Hyundai Grand i10 Sportz,2015,"?400,000","61,690",Petrol,Dealer,Manual,First Owner,2016 - 2020
Hyundai i20 Asta 1.2,2015,"?600,000","64,484",Petrol,Dealer,Manual,First Owner,2016 - 2020
Audi Q5 2.0 TDI,2012,"?1,350,000","90,000",Diesel,Individual,Automatic,Second Owner,2011 -2015
Renault Duster 85PS Diesel RxE,2013,"?400,000","75,976",Diesel,Dealer,Manual,Second Owner,2011 -2015
Ford Figo Diesel Titanium,2011,"?220,000","70,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Honda Brio E MT,2012,"?300,000","85,962",Petrol,Dealer,Manual,Second Owner,2011 -2015
Maruti Omni E MPI STD BS IV,2018,"?250,000","120,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Honda Mobilio V i DTEC,2015,"?600,000","120,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Honda Brio S Option AT,2012,"?285,000","75,000",Petrol,Individual,Automatic,Second Owner,2011 -2015
Honda Accord 2.4 MT,2009,"?350,000","57,035",Petrol,Dealer,Manual,First Owner,2006 - 2010
Mahindra Bolero SLX,2011,"?170,000","70,000",Diesel,Individual,Manual,Third Owner,2011 -2015
Ford Figo 1.2P Ambiente MT,2015,"?229,999","45,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Mahindra XUV500 W6 2WD,2013,"?500,000","72,104",Diesel,Dealer,Manual,Second Owner,2011 -2015
Tata Nano Lx,2011,"?75,000","15,000",Petrol,Individual,Manual,First Owner,2011 -2015
Hyundai i20 Active 1.2 SX,2016,"?600,000","30,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Tata Indigo LS Dicor,2011,"?220,000","80,000",Diesel,Individual,Manual,First Owner,2011 -2015
Tata Indica Vista Terra 1.4 TDI,2009,"?150,000","164,000",Diesel,Individual,Manual,Second Owner,2006 - 2010
Maruti Alto LX,2006,"?65,000","124,439",Petrol,Individual,Manual,Second Owner,2006 - 2010
Maruti Zen VXI,2006,"?120,000","77,000",Petrol,Individual,Manual,Second Owner,2006 - 2010
Maruti Swift Dzire VDI,2014,"?240,000","90,000",Diesel,Individual,Manual,First Owner,2011 -2015
Renault KWID 1.0 RXT Optional,2017,"?390,000","30,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Chevrolet Beat LS,2012,"?180,000","50,000",Petrol,Individual,Manual,First Owner,2011 -2015
Maruti Swift VDI,2012,"?320,000","80,000",Diesel,Individual,Manual,Second Owner,2011 -2015
Maruti Alto 800 LXI,2018,"?310,000","5,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Wagon R AMT VXI,2018,"?420,000","24,000",Petrol,Individual,Automatic,First Owner,2016 - 2020
Tata Tiago NRG Petrol,2019,"?550,000","10,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Maruti Ertiga SHVS VDI,2016,"?550,000","78,000",Diesel,Individual,Manual,Third Owner,2016 - 2020
Mahindra TUV 300 T4 Plus,2018,"?760,000","50,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Maruti 800 AC BSII,2001,"?43,000","100,000",Petrol,Individual,Manual,Second Owner,2001 - 2005
Maruti Omni MPI STD BSIV,2018,"?250,000","20,000",Petrol,Individual,Manual,First Owner,2016 - 2020
Hyundai Santro Magna BSIV,2019,"?500,000","1,250",Petrol,Individual,Manual,First Owner,2016 - 2020
Tata Zest Revotron 1.2 XT,2015,"?380,000","17,152",Petrol,Individual,Manual,First Owner,2016 - 2020
Mahindra XUV500 W11 Option AT AWD,2019,"?1,850,000","5,000",Diesel,Individual,Automatic,First Owner,2016 - 2020
Volkswagen Polo Diesel Trendline 1.2L,2012,"?350,000","77,000",Diesel,Individual,Manual,First Owner,2011 -2015
Hyundai Verna CRDi,2008,"?195,000","90,000",Diesel,Individual,Manual,Second Owner,2006 - 2010
Chevrolet Beat LS,2011,"?225,000","80,000",Petrol,Individual,Manual,Second Owner,2011 -2015
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,"?1,125,000","65,000",Diesel,Individual,Manual,First Owner,2016 - 2020
Tata Indica Vista Quadrajet LX,2011,"?133,000","80,000",Diesel,Individual,Manual,First Owner,2011 -2015
